iter	Logloss
0	0.6346617632
1	0.581318482
2	0.5282407097
3	0.4861740563
4	0.4384240363
5	0.4013681615
6	0.3643730369
7	0.3309716112
8	0.2994580738
9	0.2743406027
10	0.2523501338
11	0.2304047086
12	0.2092702167
13	0.1892084394
14	0.1699376131
15	0.1544596052
16	0.1433155778
17	0.1313780167
18	0.1216447764
19	0.1121708357
20	0.1032368497
21	0.0961031054
22	0.08995843537
23	0.08375133366
24	0.07731543645
25	0.07076850251
26	0.06495929919
27	0.05960407071
28	0.05552079219
29	0.05166651718
30	0.04771860075
31	0.04480644343
32	0.04111969448
33	0.03804437685
34	0.03544030558
35	0.0329340295
36	0.03072967292
37	0.02925129741
38	0.02753402774
39	0.0254935246
40	0.02402833576
41	0.02233168095
42	0.02092093876
43	0.01974081291
44	0.01869440493
45	0.01755370497
46	0.01655290696
47	0.01568659983
48	0.01470113761
49	0.0140183434
50	0.0131441916
51	0.01231184031
52	0.01158707956
53	0.01105891078
54	0.01055039547
55	0.01001353598
56	0.009476547614
57	0.008995401997
58	0.008585079772
59	0.008105938564
60	0.007756597846
61	0.007402582346
62	0.007093459437
63	0.006725998229
64	0.006434495785
65	0.006155705388
66	0.005891085983
67	0.00560812252
68	0.005356294197
69	0.005186951848
70	0.004956486083
71	0.004717445374
72	0.004509169672
73	0.004334198276
74	0.004182139772
75	0.004033273919
76	0.003893886505
77	0.003760513925
78	0.003596455964
79	0.003493915328
80	0.00335950403
81	0.00326359181
82	0.003158753301
83	0.003034017693
84	0.002912167394
85	0.002847766199
86	0.002771328653
87	0.002673882177
88	0.002591894619
89	0.002511892683
90	0.002420246866
91	0.002346342945
92	0.002276233666
93	0.002229094823
94	0.002156862667
95	0.002091831979
96	0.002030871458
97	0.001976818095
98	0.001941859119
99	0.001895985861
100	0.001851698309
101	0.001819450409
102	0.001770579804
103	0.001718879486
104	0.0016828669
105	0.001642801578
106	0.001614018214
107	0.00157262071
108	0.001540871394
109	0.001508268933
110	0.001468904016
111	0.001447707399
112	0.001419743671
113	0.001384969083
114	0.001357641533
115	0.001337102672
116	0.001314053624
117	0.001294396933
118	0.001263605692
119	0.001242450115
120	0.001217266259
121	0.001191531861
122	0.001171700851
123	0.001152891973
124	0.001135477982
125	0.00112206426
126	0.001098947432
127	0.001070600119
128	0.001057374171
129	0.00104239226
130	0.001027094969
131	0.001007172992
132	0.000995389825
133	0.0009807449585
134	0.0009659045337
135	0.0009525335459
136	0.0009346442405
137	0.000924763176
138	0.0009080242878
139	0.0008888090619
140	0.0008763812555
141	0.0008674362643
142	0.0008521939763
143	0.0008420136933
144	0.0008316270207
145	0.0008207089307
146	0.0008105542031
147	0.0008000444075
148	0.0007875716676
149	0.0007777952788
150	0.0007686317972
151	0.0007561155622
152	0.0007440363081
153	0.0007351343888
154	0.0007240457882
155	0.0007174192325
156	0.0007065402372
157	0.000696951537
158	0.0006899414807
159	0.0006832804845
160	0.0006757525078
161	0.0006691126244
162	0.00066038972
163	0.0006529750502
164	0.0006466734378
165	0.0006419428493
166	0.0006360532123
167	0.0006298377013
168	0.0006230413544
169	0.0006164730177
170	0.0006097037917
171	0.0006049472247
172	0.0005988997279
173	0.0005942166962
174	0.000588457925
175	0.0005839770942
176	0.0005780808145
177	0.0005721907544
178	0.0005679982684
179	0.0005628427575
180	0.0005575043815
181	0.0005536503779
182	0.0005488241681
183	0.0005446169582
184	0.0005375909509
185	0.0005334424253
186	0.0005274110911
187	0.000521388642
188	0.0005171377255
189	0.000513303777
190	0.0005089566469
191	0.000505915382
192	0.0005017403279
193	0.0004979167454
194	0.000493631896
195	0.0004897060073
196	0.0004896898447
197	0.0004896820596
198	0.0004896841752
199	0.0004854639336
200	0.0004854564447
201	0.0004813413019
202	0.0004777453489
203	0.0004733765136
204	0.0004733668668
205	0.0004733668668
206	0.0004686395363
207	0.0004686316665
208	0.0004686310742
209	0.0004686279009
210	0.0004686269701
211	0.0004642498419
212	0.0004642451032
213	0.0004642383758
214	0.0004642379527
215	0.0004642310561
216	0.0004642249635
217	0.0004642266559
218	0.0004642266559
219	0.0004642188285
220	0.0004598835875
221	0.0004598895532
222	0.0004561088312
223	0.000456109085
224	0.0004519177837
225	0.0004519181222
226	0.0004473596097
227	0.0004436577541
228	0.0004436605888
229	0.000439749001
230	0.0004397471816
231	0.0004397457431
232	0.0004397479432
233	0.0004397497203
234	0.0004397402851
235	0.0004397401158
236	0.0004397462931
237	0.0004397316537
238	0.0004397390157
239	0.0004397366887
240	0.0004397407082
241	0.000439730596
242	0.0004397267034
243	0.0004397219647
244	0.0004397219647
245	0.0004397221762
246	0.0004397169721
247	0.0004397169721
248	0.0004397152797
249	0.0004397163797
250	0.0004397175644
251	0.0004397074099
252	0.0004397074099
253	0.0004397066907
254	0.0004397052098
255	0.0004397037289
256	0.0004396973401
257	0.0004397002172
258	0.000439696917
259	0.000435572466
260	0.000435572466
261	0.0004355618461
262	0.0004355720006
263	0.0004355720006
264	0.0004355603229
265	0.0004355539764
266	0.0004355469529
267	0.0004355488568
268	0.0004355477991
269	0.0004355466144
270	0.0004355464028
271	0.0004355413679
272	0.0004355349367
273	0.0004355327366
274	0.0004355309596
275	0.0004355282094
276	0.0004307567492
277	0.0004307541259
278	0.0004307525181
279	0.0004307517988
280	0.0004307584839
281	0.0004307573415
282	0.0004307522219
283	0.0004307468485
284	0.000430742956
285	0.0004307390634
286	0.0004307284859
287	0.00043074486
288	0.0004307335631
289	0.0004307335631
290	0.0004307392327
291	0.0004307235779
292	0.0004274326399
293	0.0004274345862
294	0.0004274232047
295	0.0004223224433
296	0.0004223224433
297	0.0004223202009
298	0.0004223149544
299	0.0004223166045
300	0.0004223108503
301	0.0004223047576
302	0.0004222996804
303	0.0004222896952
304	0.0004222968033
305	0.0004222904567
306	0.000422290626
307	0.0004222705286
308	0.0004222625743
309	0.00042226854
310	0.000422264182
311	0.0004222681169
312	0.0004222564393
313	0.0004222550853
314	0.0004222483157
315	0.0004164186324
316	0.0004164121166
317	0.0004164188016
318	0.0004164050931
319	0.0004164001005
320	0.0004163995081
321	0.0004123488886
322	0.0004123416958
323	0.0004123312029
324	0.00041233518
325	0.0004123288335
326	0.0004123215561
327	0.0004123132633
328	0.0004123086515
329	0.0004123031934
330	0.0004122993009
331	0.0004122993009
332	0.0004122952391
333	0.0004122964238
334	0.0004122935467
335	0.0004122958314
336	0.0004122810228
337	0.0004122869463
338	0.0004083628346
339	0.0004083549225
340	0.0004083585189
341	0.0004083537802
342	0.000408356488
343	0.0004083495491
344	0.000408347349
345	0.0004083462489
346	0.0004083475182
347	0.0004083376176
348	0.000408330171
349	0.0004083257707
350	0.0004083253476
351	0.0004083251361
352	0.0004083182818
353	0.0004083115122
354	0.0004083080427
355	0.0004083053349
356	0.0004082995383
357	0.0004083139238
358	0.0004083030078
359	0.000408304531
360	0.0004082913301
361	0.0004079545401
362	0.0004079445549
363	0.000407954667
364	0.0004079437087
365	0.0004079432856
366	0.0004079432856
367	0.0004079377852
368	0.000407938716
369	0.0004079371929
370	0.0004079273346
371	0.0004079273769
372	0.0004079304655
373	0.0004079255152
374	0.0004079132876
375	0.0004079126952
376	0.0004079121452
377	0.0004079121452
378	0.000407913753
379	0.0004079023292
380	0.0004078941633
381	0.0004079041062
382	0.0004078936133
383	0.0004078947133
384	0.0004078905246
385	0.0004078908208
386	0.0004078817664
387	0.0004078843896
388	0.00040787872
389	0.0004078659423
390	0.0004078730504
391	0.0004078730504
392	0.0004078655192
393	0.0004078675501
394	0.0004078642076
395	0.0004078714427
396	0.0004078714427
397	0.0004078556186
398	0.0004078656038
399	0.0004078529531
400	0.0004078582418
401	0.000407856761
402	0.0004078473681
403	0.0004078496952
404	0.0004078487643
405	0.0004078440256
406	0.0004078523607
407	0.0004078426716
408	0.0004078452103
409	0.0004078418678
410	0.0004078383983
411	0.0004078392868
412	0.000407836452
413	0.0004078270168
414	0.0004078212626
415	0.0004078167777
416	0.0004078133083
417	0.0004078144507
418	0.000407813266
419	0.0004078106851
420	0.0004078105158
421	0.0004078052693
422	0.0004078066233
423	0.0004078032384
424	0.0004078010383
425	0.0004078073849
426	0.0004078048462
427	0.0004078002767
428	0.0004077905454
429	0.0004077879644
430	0.0004077915608
431	0.0004077815333
432	0.000407782591
433	0.0004077793754
434	0.0004077723942
435	0.000407766767
436	0.0004077693479
437	0.0004077529315
438	0.0004077529315
439	0.0004077555547
440	0.0004077451887
441	0.0004077361343
442	0.0004077282646
443	0.0004077394345
444	0.0004077273761
445	0.0004077290262
446	0.0004077237797
447	0.000407717687
448	0.0004077146407
449	0.000407725726
450	0.0004077129482
451	0.0004077081249
452	0.0004077081249
453	0.0004077072364
454	0.0004077085057
455	0.000407702963
456	0.0004077030476
457	0.0004076949241
458	0.0004076928932
459	0.0004076944163
460	0.0004076876467
461	0.0004076859543
462	0.0004076657723
463	0.0004076737266
464	0.0004076593834
465	0.0004076574371
466	0.0004076477481
467	0.0004076456326
468	0.0004076539677
469	0.0004076546446
470	0.0004076354358
471	0.0004076358166
472	0.0004076370012
473	0.0004076320509
474	0.0004076316278
475	0.0004076276507
476	0.0004076158461
477	0.0004076143652
478	0.0004076032376
479	0.0004076097957
480	0.0004076128421
481	0.0004076001913
482	0.0004076006567
483	0.0004075935063
484	0.0004075996836
485	0.0004070156744
486	0.0004070093278
487	0.0004070113587
488	0.0004070036583
489	0.0004069983272
490	0.0004069911344
491	0.0004069920652
492	0.0004069863957
493	0.0004069795837
494	0.0004069797953
495	0.0004069760719
496	0.0004069758604
497	0.0004069749719
498	0.0004069713755
499	0.000406962575
500	0.0004069677791
501	0.0004069624903
502	0.0004069543244
503	0.000406953986
504	0.000406953986
505	0.0004069512358
506	0.0004069473009
507	0.0004069446777
508	0.0004069436622
509	0.0004069297845
510	0.0004069210685
511	0.0004069162029
512	0.000406910364
513	0.0004069107448
514	0.0004069079524
515	0.0004069014366
516	0.0004069048214
517	0.0004068917475
518	0.000406891409
519	0.0004068795198
520	0.0004068700846
521	0.0004068752042
522	0.000406878589
523	0.0004068750772
524	0.0004068710155
525	0.0004068724117
526	0.0004068711424
527	0.0004068741464
528	0.000406866996
529	0.0004068623841
530	0.0004068627649
531	0.0004068612418
532	0.0004068527374
533	0.0004068438099
534	0.0004068411867
535	0.0004068334862
536	0.0004068317938
537	0.0004068339093
538	0.0004068260819
539	0.0004068235433
540	0.0004068231625
541	0.0004068200738
542	0.0004068200738
543	0.0004068093693
544	0.0004068062807
545	0.0004068041652
546	0.0004068002303
547	0.0004067949415
548	0.0004067877065
549	0.0004067878334
550	0.0004067876641
551	0.0004067805137
552	0.0004067833908
553	0.0004067767904
554	0.0004067709093
555	0.0004067747595
556	0.0004067622357
557	0.0004067657051
558	0.0004067668898
559	0.0004067554237
560	0.0004067588931
561	0.0004067534351
562	0.0004067440422
563	0.0004067448038
564	0.0004067450577
565	0.0004067455231
566	0.0004067435768
567	0.0004067390073
568	0.0004067355802
569	0.0004067404882
570	0.0004067342262
571	0.0004067272027
572	0.0004067180637
573	0.0004067169636
574	0.0004067148058
575	0.0004067146789
576	0.0004067170906
577	0.0004067068092
578	0.0004067086708
579	0.0004067107863
580	0.0004067107863
581	0.000406702155
582	0.0004067079515
583	0.0004067053706
584	0.0004067053706
585	0.0004066938199
586	0.0004066938199
587	0.00040669492
588	0.0004066923813
589	0.0004066955546
590	0.0004066991933
591	0.0004066922121
592	0.0004066843847
593	0.0004066866271
594	0.0004066818038
595	0.0004066817191
596	0.0004066809152
597	0.0004066809152
598	0.0004066901389
599	0.0004066811691
600	0.0004066687299
601	0.0004066790536
602	0.0004066745687
603	0.0004066745687
604	0.0004066559522
605	0.0004066560368
606	0.0004066525673
607	0.000406651298
608	0.0004066483363
609	0.0004066454592
610	0.0004066454592
611	0.0004066443168
612	0.0004066394088
613	0.0004066409743
614	0.0004066409743
615	0.0004066409743
616	0.0004066391127
617	0.0004066410166
618	0.0004066417782
619	0.0004066389434
620	0.0004066297621
621	0.0004066276889
622	0.0004066267581
623	0.0004066267581
624	0.0004066235002
625	0.0004066213
626	0.0004066155881
627	0.0004066155881
628	0.0004066155881
629	0.0004066124995
630	0.0004066096647
631	0.0004066055183
632	0.0004066052644
633	0.0004066052644
634	0.0004065984525
635	0.0004065984525
636	0.0004066052644
637	0.0004066010334
638	0.0004065897365
639	0.0004065928252
640	0.0004065850824
641	0.0004065902019
642	0.0004065786512
643	0.0004065827976
644	0.0004065818668
645	0.0004065747164
646	0.0004065747164
647	0.0004065730663
648	0.0004065742933
649	0.0004065743356
650	0.0004065743356
651	0.0004065673967
652	0.0004065673967
653	0.0004065673967
654	0.0004065639272
655	0.0004065581307
656	0.0004065547459
657	0.0004065602462
658	0.0004065642234
659	0.0004065542382
660	0.0004065542382
661	0.0004065527996
662	0.0004065527996
663	0.0004065554652
664	0.0004065541113
665	0.0004065544074
666	0.0004065543228
667	0.0004065548305
